"MMSI","TSTAMP","LATITUDE","LONGITUDE","COG","SOG","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","TYPE","A","B","C","D","DRAUGHT","DEST","ETA"
205274790,1501098790,31074400,3331715,3060,0,511,0,0,"AVALONA","OT2747",79,80,0,4,4,24,"OSS",511169
236185000,1501098682,26037449,2996684,967,0,319,5,9251676,"EBERHARDT ARCTIC","ZDFM9",89,134,33,15,13,73,"LAVERA",508288
258284500,1501098637,38080565,4862317,0,0,511,0,0,"TOR VIKING","LG3988",33,4,11,3,3,0,"",
413521610,1501098693,12137150,66075170,3552,0,182,5,0,"YUE HAI TIE 3 HAO","BJSA",60,30,158,3,23,50,"HKOU NAN GANG-XUWEN",514240
249671000,1501098803,30034915,-2204549,2624,116,262,0,9376713,"VESPERTINE","9HA4331",71,145,49,13,13,70,"DUBLIN",515200
227230530,1501098719,22872740,8021590,1552,0,511,0,0,"BAVAZAKA","FAB7152",36,9,7,1,4,0,"",
253377000,1501098407,38793458,14645993,1791,0,179,5,9552070,"FAROMAR","LXFB",70,94,5,7,7,38,"RAAHE",510272
413305780,1501098483,22550083,72828915,3545,0,88,5,0,"WEI QIAO JIA DA 26","BFBN6",70,93,17,9,18,34,"YANTAI<=>BINZHOU",512896
219022188,1501098368,33280726,6317413,1676,0,36,5,9292905,"SVITZER MADEIRA","OVQF2",52,10,20,6,6,46,"LINDOE",513280
370941000,1501098789,36239388,3190222,456,0,322,0,9480849,"VENTURE G","HP2217",50,13,50,9,4,39,"BERGEN",513344
244961000,1501098800,30568490,805580,2250,136,225,0,9295440,"WILHELMINE ESSBERGER","PCAS",84,92,23,8,11,66,"LA CORUNA",518528
477214800,1501098805,28378690,-1289070,3210,0,245,5,9312664,"BELL BAY","VRBY9",70,148,28,12,18,57,"MONTOIR",509184
257260020,1501098485,37479588,3610288,0,0,511,0,0,"HAVUNG","LM4478",30,10,4,3,2,0,"",
412011230,1501098805,23961485,71801249,2475,0,60,5,0,"QIN GANG 21","BTEY",50,11,26,6,4,38,"QINHUANGDAO",608768
338230282,1501098553,28685930,-73487083,3600,0,511,0,0,"OBSERVER","",34,0,0,0,0,0,"",
258233950,1501098748,38353412,6026664,185,1,511,0,0,"FELICIA","",0,0,0,0,0,0,"",
477234100,1501098731,22724970,72001890,870,0,190,1,9493614,"CDBL ERA","VRQN7",70,254,38,14,31,142,"LONGKOU",513216
538005821,1501098684,34613299,7126707,3445,0,31,5,9712864,"NAVIG8 GRACE","V7HH3",81,201,48,17,27,90,"GOTHENBURG",508881
257310340,1501098639,34847437,4808379,1974,0,511,0,0,"STREIF","LG4550",30,4,6,2,2,0,"",
257538600,1501098735,34843775,4723794,1063,0,511,0,9665815,"POSEIDON","LK6652",30,4,11,2,2,30,"ISTANBUL",731776
257305140,1501098694,41094909,9908532,2589,0,511,0,0,"SYNOY","LM9353",30,4,7,2,2,0,"",
257000910,1501098751,37973555,5054348,2828,71,511,0,0,"VALOEY","LK7017",30,3,7,2,2,15,"",1596
413810583,1501098437,18999247,72738621,1286,0,128,0,0,"HANG XU 805","",70,95,10,7,10,0,"",
319053600,1501098696,15667010,-48064931,2862,0,511,5,0,"REST ASSURED","ZGDE8",37,14,10,4,4,30,"F LAUDERDALE",408670
533130482,1501098607,757377,62407134,2624,62,264,0,9072460,"EPONYMA","9MWC2",70,95,12,12,6,58,"SINGAPORE",475456
338096000,1501098779,22747929,-73412152,3089,0,511,0,0,"DEREK M. BAYLIS","",0,0,0,0,0,0,"",
258267000,1501098792,36487027,3024979,2813,0,333,5,9334777,"BANAK","LNND",52,13,24,7,7,50,"MONGSTAD TUG",240418
259350000,1501098795,40761366,7851206,226,0,9,15,0,"ANNA_SOFIE","LICN",30,16,5,3,4,50,"",1596
245264000,1501098807,31868983,3224095,1678,45,511,7,0,"HA 31 INNOVATIE","PD4046",30,17,6,2,3,20,"",0
245944000,1501098684,31775173,2869026,2443,0,511,5,0,"HNLMS VLAARDINGEN","PAEN",35,0,0,0,0,0,"",1596
257993590,1501098690,37417011,3395637,0,0,511,0,0,"LOPHELIA","LK7901",37,10,2,2,2,0,"",
255805757,1501098686,23219700,-5499300,210,1,77,5,9459436,"HANSA AUSTRALIA","CQCG",71,185,55,21,11,99,"LISBON",512320
305618000,1501098440,19095400,20763430,70,0,280,1,9486300,"GRACE","V2QE3",70,105,15,7,10,70,"ASHDOD ISRAEL",504384
533000996,1501098257,20718303,81210002,1206,1,14,1,9032331,"MALAYSIA STAR","9WLF3",70,16,135,21,6,0,"JP SBK OFF",513408
247208450,1501098790,23520882,5475740,2566,0,511,0,0,"SINFONIA","",36,8,4,4,0,0,"",
244670313,1501098488,31110429,3510588,1099,0,511,0,0,"TONNY","PI2850",79,0,0,0,0,21,"B",67649
413368960,1501098652,18821204,72900884,0,0,0,0,0,"HANGJIE1206","",70,42,10,6,6,0,"",
257944210,1501098667,41790053,11377564,0,0,511,0,0,"OLAV RINGDAL JR.","LEPT",60,12,10,3,2,36,"MAALOEY AREA",847232
246271000,1501098700,32115654,5978374,1260,0,126,5,9191656,"DUTCH AQUAMARINE","PCHS",82,8,110,9,9,50,"HAMBURG 77B",507200
227292480,1501098790,28592016,-1654809,600,0,511,0,0,"SPITZBUB","",37,9,0,0,0,0,"",
244710734,1501098711,31731776,3214253,3258,0,511,8,0,"DY ABT FAN STARUM","PF7850",69,22,8,3,2,2,"STIREN >",601344
373406000,1501097045,26133752,21884686,3581,82,355,0,8729963,"KAGAN BEY","3FGQ3",70,95,20,9,4,40,"SAMSUN TR SSX",508736
725000974,1501098748,-19756547,-42925292,2940,0,511,0,0,"ODISEA MAS","CA4029",37,0,0,0,0,0,"",0
304665000,1501098804,30838336,1314038,273,78,32,0,8801113,"BURGTOR","V2OR7",70,76,11,7,6,52,"DEHAM",516736
244700312,1501097945,30477672,4216977,1743,60,511,0,0,"MICHAELANGELO","PD2483",79,125,10,8,3,10,"HENDRIK IDO AMBACHT",130324
244740238,1501098791,31140180,2609046,43,1,511,0,0,"BRYAN","PE4862",0,16,5,3,3,2,"VLAARDINGEN     K",170766
636013615,1501098802,17838652,-57031938,2307,0,33,0,9390692,"SOCRATES","A8OE2",80,188,40,10,22,122,"H0USTON TX",486144
219001259,1501098793,34465118,6330984,2220,0,318,0,6616904,"MERETE CHRIS","OUSF2",33,30,13,5,3,20,"FREDERIKSHAVN",1596
538004353,1501098797,27151021,7797962,1710,150,170,0,9438078,"RIVIERA","V7WO5",60,45,195,16,16,75,"ANCONA",514368
305535000,1501098808,21610031,-4209965,2794,117,281,0,9546796,"PACIFIC HURON","V2ES4",70,163,27,10,14,78,"DETROIT",545536
412331181,1501098579,22131630,73463284,1799,0,179,0,0,"LU RONG YUAN YU 939","",30,58,20,6,6,0,"",
244130554,1501098655,30738098,2635756,3600,0,511,0,0,"CHOCOLATE","PE3186",37,16,6,3,3,0,"",
413466120,1501098679,13540000,68552726,2913,0,511,0,0,"HUIWAN001","",70,52,15,8,7,38,"YT",443712
257551000,1501098687,37379418,3390270,3196,0,244,5,9422108,"REM VISION","3YVE",90,17,78,8,13,54,"MOLTUSTRANDA",259008
258151240,1501098689,38893900,6946182,928,0,511,0,0,"LINN EIRIN","",0,0,0,0,0,0,"",
416467000,1501098452,24402179,-44447034,2984,0,298,5,9462706,"YM UBIQUITY","BLHM",73,241,92,16,27,129,"USNYC",510927
244770854,1501098758,31432583,2934768,0,0,511,5,0,"LUCTOR","PA2312",37,27,3,4,1,1,"",1596
563040536,1501098746,783596,62252790,3600,0,511,0,0,"KANLIAN 26","",37,5,5,5,5,0,"",
257306040,1501098770,42587771,15584713,1811,0,511,0,0,"TORSTEINSON","LF4268",30,3,7,2,2,0,"",
244710068,1501098805,31280794,2773688,3600,0,511,15,0,"NAVITAS","PD2387",33,35,10,5,2,10,"B",1596
235116052,1501098700,32124227,5972099,2761,0,276,5,9670597,"ATLANTIC SEA","2JHW9",71,131,165,31,7,68,"DOCKYARD",478400
257153440,1501098689,41705118,10743450,2423,0,511,0,0,"STUFUNES","LK2109",30,0,0,0,0,0,"",
413788336,1501098030,18790897,72936351,85,0,511,0,0,"HUCHANGJIE8","",80,10,16,3,3,0,"",
334636000,1501098753,16772107,-49466029,1530,0,187,5,7206770,"DUKE OF TOPSAIL","HQTU3",70,45,27,6,8,35,"TAMPA,FL",477696
265781620,1501098719,33629043,7611694,300,0,511,0,0,"ELSE","SD4664",37,9,2,2,2,0,"",
366993820,1501098805,29103505,-73770355,2939,9,511,0,1,"WESTPOINT","WBJ8989",32,0,0,0,0,0,"SAN JUAN ISLAND",512576
371474000,1501098130,-14529707,-27792041,327,2,127,1,9295385,"MSC MARTA","3ECV4",70,203,72,13,27,102," SANTOS",508352
538001652,1501098807,32943670,8125040,703,135,70,0,9220079,"SANDY RICKMERS","V7DJ6",74,140,19,18,7,74,"SESTO VIA NOK",516096
563115000,1501098681,31064410,-3163320,50,2,241,1,9555319,"MAERSK MISSISSIPPI","9V3459",81,142,30,12,20,80,"   PEMBROKE",513344
257009040,1501098685,40441886,8334066,47,0,511,0,0,"LYSTIND","LK5541",30,5,5,2,2,0,"",
258082000,1501098809,36055297,3183219,1591,115,158,0,9360051,"BB WORKER","LNSA",52,15,22,8,6,60,"LEIRVIK",514432
244650574,1501097902,31510641,3264306,286,0,511,0,0,"DE HOOP","PI7084",36,20,5,5,1,0,"",
258145540,1501098687,35760890,3467506,2147,0,511,0,0,"ROMSA","LG8025",37,10,3,2,2,0,"",
228003800,1501098692,26042207,2998787,1250,0,92,5,9575539,"SHANA DES SLOPS","FFZR",89,38,9,2,6,32,"LAVERA",502750
265902200,1501098506,34608653,7143421,1969,1,511,5,0,"AB RAMANTENN","POD",0,0,0,0,0,0,"STATIC",1596
538071225,1501098162,21240702,18454348,3019,141,305,0,1012907,"NEW SECRET","V7MI7",37,40,34,8,4,38,"FETHIYE",514462
366747760,1501098458,29108447,-73563477,314,0,511,0,0,"ZERO TRIM","WCY3091",37,15,8,1,6,0,"",
244690899,1501098710,31319037,2706414,974,0,511,5,0,"HANZESTAD","PF9880",69,15,15,4,2,13,"WARMOND",90138
431003269,1501098518,20819744,81148887,2210,0,511,0,0,"KOEI MARU","JD3326",70,62,12,3,9,0,"",
244660382,1501098801,31062729,3440923,1432,0,511,0,0,"JOHN","PD3444",79,68,12,2,7,0,"MOERDIJK",425233
413695050,1501098790,14536131,70939350,2327,85,511,0,0,"CHI YU","",80,43,11,6,4,0,"",
373202000,1501098809,31229490,2200456,2745,110,270,0,9567776,"IMARI","3EZI9",70,128,17,17,8,69,"ES SCR",519104
205291190,1501097063,29393072,1289040,1215,60,511,15,0,"ARIZONA","OT2911",70,80,15,4,6,0,"FRLEHVN112CITYX00048",377951
244030908,1501098808,22879614,-15806055,1423,50,511,0,0,"SY OPHIR","PC 5784",37,12,0,3,1,0,"",
538003450,1501098685,34614470,7124210,230,0,197,5,9394959,"OVERSEAS YOSEMITE","V7QW2",83,210,40,12,32,87,"SEGOT",506526
366848740,1501098687,17740185,-54422507,3104,0,511,5,1070621,"MAMMOTH ELEVATOR","WDA7929",90,56,2,0,21,14,"EUGENE ISD. 187",532928
477514700,1501098275,18337735,73822308,3347,116,330,0,9589229,"VICTORIA HARBOUR","VRIJ2",70,136,34,11,16,89,"ZHENJIANG,CN",514304
230987870,1501098765,36067030,11954270,1350,0,261,5,8634754,"BARO","OI 6069",60,0,0,0,0,28,"SVINOE",0
230992710,1501098664,36134495,12248484,482,0,113,5,8421195,"KNIPAN","OITQ",60,19,29,5,5,38,"HVIK-THOLMA",661854
244740858,1501098686,31909946,3336612,3600,0,511,5,0,"LINQUENDA","PD3700",69,21,4,2,3,2,"SKYLGE",498961
219000155,1501098689,32794413,6809797,1102,0,44,5,0,"MHV 901 ENOE","OVLA",51,0,0,0,0,25,"",429120
235114095,1501098689,30210296,-2143667,278,0,511,0,0,"JENNYANYDOTS","2IZR5",36,6,6,4,0,0,"",
244130547,1501098679,22642828,-15398652,750,1,511,0,0,"ZATARA","",0,0,0,0,0,0,"",
273114600,1501098756,40878067,7674795,2144,97,212,0,8904408,"MEKHANIK BRILIN","UCOO",70,57,28,11,3,53,"GRIMSBY",521664
257030740,1501098751,40978928,8228939,0,0,511,0,0,"FESKARGUTTEN","LK5910",30,4,11,3,2,0,"",0
211251810,1501097957,32491948,7062162,0,0,250,0,0,"MALUCEKI","DG4067",36,12,1,3,1,0,"",
319160000,1501098756,19629187,-70336864,2452,1,316,5,0,"ISLANDER","ZCOT5",37,13,13,5,2,22,"SAN DIEGO",449600
367672380,1501098792,17858403,-57055794,716,0,143,0,0,"WAYNE BETHEL","WDH9869",57,11,16,14,19,0,"KIRBY HMS FLEET",509204
211593740,1501098804,31206913,3064634,366,12,22,0,0,"AVALON ARTISTRY II","DJ4B",69,1,109,6,6,2,"AMSTERDAM",514112
258530810,1501098508,37393930,3392165,1387,0,511,0,0,"SKAARUNGEN","LE9308",30,3,7,2,1,0,"",
257349820,1501098795,37937593,4631094,3439,71,511,0,0,"NESABUEN","LM6747",30,4,8,1,3,0,"",
367593860,1501098708,24435349,-44418941,2947,1,511,0,0,"CHOCOLAT","WDH2047",36,12,1,3,1,0,"",0
366918840,1501098790,22696423,-73458042,657,133,511,0,0,"HAPPY DAYS","WDB6140",30,3,10,3,2,0,"",
413906836,1501098750,13859905,68037367,2961,1,296,0,0,"YUEHUIZHOUGONG039","",90,56,14,5,13,0,"",
503039730,1501098689,-16315959,91865050,532,0,511,0,0,"BUOYS ADVENTURE","YCO88Q",37,7,7,2,2,0,"",
265546940,1501098750,36204572,11068485,1750,1,239,0,0,"MERKURIUS","SLEK",60,41,42,4,10,36,"OREGRUND-GRASO",0
244860325,1501098505,35676728,14792290,3028,0,122,5,9142552,"MERWEBORG","PDBM",70,123,12,8,8,43,"TALLINN",437184
235080274,1501098798,31183320,2480154,1501,0,511,0,9419175,"STENA BRITANNICA","2DMO6",60,27,213,16,16,58,"HOEK VAN HOLLAND",512975
256791000,1501098787,31149840,2522292,2527,0,511,0,9435313,"MASALLI","9HCP9",84,130,20,11,6,65,"ROTTERDAM",509056
273339860,1501098809,27205319,22002626,3600,0,511,0,0,"BLAGODAT","UBHK7",99,14,6,4,2,2,"",383616
230985740,1501098776,38716123,14547706,2762,1,511,1,0,"ATTILA","OJ2713",56,28,8,13,2,23,"WORKING HELSINKI",697088
224376000,1501098773,23529124,5436769,3600,0,271,5,9397664,"ANZORAS","EAZC",71,85,15,13,3,41,"CAGLIARI",507200
257849380,1501098771,41411749,9074909,593,0,511,0,0,"MAAKEN","",0,0,0,0,0,0,"",
230994870,1501098472,36266389,13351737,2895,0,228,5,6721022,"KOKAR","OGTX",60,14,19,4,5,29,"CHARTER",476480
244260194,1501098689,31618179,3171299,3581,0,511,0,0,"DE VOGEL PHOENIX","&C3104",37,7,7,1,3,0,"",0
367697640,1501098753,23317706,-46212088,1799,81,511,0,0,"FREEDOM","WDI4337",60,0,0,0,0,0,"",1596
378386000,1501098687,15476354,-48087300,823,0,511,0,0,"KEFI","ZJL9202",97,20,10,3,3,0,"",
533000296,1501097389,861830,62332930,1151,91,511,3,9370604,"KSP LEO","9MQA6",52,11,19,3,7,42,"PORT TO PORT",291333
255805558,1501098509,-17929724,18615198,820,0,258,5,9301471,"MSC VALENCIA","CQII",74,244,90,22,22,133,"MUPLU>ZADUR",505088
563021620,1501098703,764420,62184438,2640,0,511,0,0,"E.T. OCEAN 2O","9VDD7",52,0,0,0,0,0,"",
245232000,1501098806,31474847,2755954,3600,0,318,5,0,"KOOS VAN MESSEL","PBGE",51,10,9,3,3,12,"DEN HELDER",1596
563028460,1501098712,735865,62227590,1964,1,255,1,9711092,"SEA LONGEVITY","S6BJ4",80,70,20,10,6,60,"AEBB",436830
231579000,1501098750,37297491,-4070022,2284,1,511,5,9239604,"ROLAND","XPST",70,20,50,8,8,50,"SKALA",230144
503691600,1501098694,-20189233,90773972,413,3,511,0,0,"SUL VENTO","SY516",36,12,0,1,3,0,"",
273390940,1501098687,41837207,18019578,2479,0,34,5,8718885,"NORD WEST","UBXP8",30,17,34,12,0,46,"KIRKENES",505024
230081250,1501098406,36069682,12180751,2849,0,511,5,7734789,"MOCNY","OJRK",50,8,20,4,4,36,"MARIEHAMN",1596
244620409,1501098669,30737313,2643649,0,0,511,0,0,"FAIRPLAY","PF5768",36,8,4,2,2,0,"",
309075000,1501098806,21285725,83790614,162,0,265,5,9014755,"BREMEN REEFER","C6VR4",70,126,31,11,12,83,"YOKOHAMA",508416
244700293,1501098804,31443696,2899779,2992,0,511,0,0,"HENJA","PD2269",79,67,13,6,3,10,"STEIJN",436224
373882000,1501098510,24558080,14690040,2448,1,338,1,9183489,"ECE S","3EWK4",79,90,11,8,8,48,"NEA KARVALI",507968
366912780,1501098802,22670828,-73357088,1242,60,127,0,0,"SUGAR PINE","WDG4244",36,7,5,1,3,0,"",
247819000,1501098641,22469300,15189300,2420,2,211,1,8716502,"COSTA NEOCLASSICA","ICIC",60,47,173,20,10,76,"SANTORINI",514304
273443220,1501098804,35954873,17975422,3260,1,71,0,0,"NEVSKIY-35","UGZW",70,13,97,11,4,32,"SPB-SESKAR-SPB",0
273436770,1501098731,26832557,22687699,2648,0,511,0,0,"MZ-4","",0,0,0,0,0,0,"",
319039100,1501098675,15661639,-48075490,0,0,511,0,0,"TWO","ZGBX2",36,12,11,2,4,0,"",
232000790,1501098803,30615320,776001,2299,115,230,0,8902278,"CITY OF WESTMINSTER","MLLN8",70,8,91,16,1,40,"HASTINGS-460",513408
412426450,1501098127,18851662,72922190,1364,0,511,0,0,"BAI DE 118","",70,43,10,5,4,0,"",
235022573,1501098222,30472500,32350,0,0,511,0,0,"AMETHYST","",37,0,0,0,0,0,"",
466213000,1501098796,29770400,-2310370,740,155,75,0,9239654,"JINAN","A7LZ",80,148,28,8,23,75,"AMSTERDAM FOR ORDERS",516190
413522080,1501097659,12143328,66128604,2209,0,79,1,0,"YONG JI","BJLS",60,25,83,17,3,38,"HAI AN",514112
235099907,1501098507,41779598,10803238,467,0,511,0,0,"SILENT","",0,0,0,0,0,0,"",
257185240,1501098691,42381361,17836495,3491,0,511,0,0,"ELINE","",0,0,0,0,0,0,"",
413374160,1501098807,18749754,72909151,2755,50,511,0,0,"HE CHANG 116","BIRC",70,70,24,7,7,54,"SHANG HAI",514368
244710940,1501098611,30824586,4027560,2432,57,511,0,0,"GERARDA THEODORA","PD 8601",79,100,10,7,5,30,"TERNEUZEN",467136
212373000,1501098512,37196580,-4017762,96,1,205,1,8216722,"FORLINE 1","P3HQ8",79,94,21,10,8,60,"RUNAVIK",506624
538006690,1501098671,30756857,2543918,2186,0,211,5,9438016,"DENALI","V7QH7",70,161,32,8,15,102,"ANTWERP",511232
367066970,1501098801,23561440,-45948483,2197,0,511,0,8602294,"BROOKLYN MCALLISTER","WSB4047",52,9,23,5,5,42,"NEW YORK",252702
412001450,1501098790,24170611,73258892,726,0,511,0,0,"YING GANG 15","",52,6,29,4,5,42,"BAYUQUAN",181086
341974000,1501098737,18678100,73646800,1750,1,247,1,9584578,"BAIMEI 8","V4PI3",79,147,31,7,21,103,"CJK",512222
412207850,1501098790,24169733,73255311,1783,0,511,0,0,"BEI FANG BA HAO","BTBC3",52,13,17,2,4,48,"BA YU QUAN",111424
413001820,1501098750,24173008,73253107,2606,0,511,0,0,"XIN BEI FANG SAN HAO","BTIJ",52,20,16,5,6,48,"BAYUQUAN",440320
311033500,1501098808,30430268,476418,2330,118,233,0,9441984,"LUBIE","C6YJ3",70,170,20,18,6,102,"SANTOS",553536
636016035,1501098766,-16275500,-29122760,3030,1,42,8,9534925,"CATARINA","D5EC2",33,63,20,8,8,21,"ITAJAI",271232
265739650,1501098808,34622593,7163833,3268,0,247,15,0,"ALVFRIDA","SKYW",69,16,18,4,4,20,"",0
354060000,1501098780,799880,62133535,1749,0,340,0,9624299,"MAERSK KARUN","H3NI",70,181,74,14,24,104,"TPP_MALAYSIA",447360
235613000,1501098798,31076760,2771028,0,0,511,0,9244207,"CONMAR HAWK","VQGH9",70,118,15,10,10,48,"ROTTERDAM",496768
244660311,1501098792,31174949,3391671,8,0,511,0,0,"MARIS-STELLA","PE3233",70,55,12,2,6,20,"ONDERWEG",582122
412018180,1501098806,23384730,70673300,2262,0,209,0,0,"JINGANGLUN 9 HAO","BTLS",52,9,22,6,3,32,"TIAN JING",1596
311000260,1501097525,16142730,-70099140,3090,129,312,0,9433559,"MARINER","C6BG9",70,173,17,17,16,119,"JP KOJ",557824
413456110,1501098399,18077446,73283521,31,0,511,0,0,"ZHEN HANG TUO 8","BKUV6",31,11,40,4,8,42,"ZHOU SHAN",490240
271040948,1501098790,31270080,2159472,3025,106,511,0,9422134,"CEMIL BAYULGEN","TCYG2",72,121,72,13,13,66,"GB KGH",514432
319086500,1501098691,29585498,-73849099,1831,0,38,5,1012775,"HALO","ZGFD6",37,27,28,6,5,33,"VANCOUVER",469120
265708380,1501098731,35361788,6702362,1619,0,511,0,0,"SD67 LILLESKAER","",0,0,0,0,0,0,"",
565390000,1501098801,18546518,73545993,2502,101,249,0,9726839,"JAYA OCEAN","9V2957",80,78,20,13,4,50,"DAESAN",502144
309123000,1501098647,35391823,3431808,1059,0,359,5,8763309,"PETROJARL VARG","C6QT4",90,42,173,13,26,110,"STAVANGER",523536
257387220,1501098770,42596589,14803610,501,0,511,0,0,"LINE","",0,0,0,0,0,0,"",
518580000,1501098594,776495,62256819,3440,0,511,0,0,"LONGRUNNER","E5U2530",37,7,10,2,2,0,"",
305162000,1501098796,31015020,2744604,1642,0,511,0,9268863,"LONGFJELL","V2DB7",70,103,9,5,8,39,"NLMOE",511424
367006610,1501098809,23915831,-45134558,2508,0,240,1,7400479,"EVENING LIGHT","WYT9297",0,107,31,11,11,52,"DELAWARE CITY",511134
368380000,1501098738,28595411,-73427053,2088,0,178,7,0,"ALYESKA","WCX8749",30,10,23,4,4,40,"FISHING",531102
413411014,1501098707,19022350,72740475,3278,90,511,0,0,"XINHENG18","",70,40,12,4,5,0,"",
257069000,1501097440,39616378,4852715,0,0,511,0,0,"NORNE","LF5T",0,0,0,0,0,0,"",1596
477192900,1501097584,22553313,-74691323,2727,152,275,0,9450583,"YM OAKLAND","VREZ5",73,195,65,20,12,100,"PUSAN",543360
265509620,1501098759,34620663,7150034,513,0,511,0,0,"WESTVIND AF GOTEBORG","SFON",36,7,8,5,0,0,"",0
413379650,1501098703,18815718,73078528,1857,0,511,5,0,"DONGNANQIJIUHAO","BICI8",33,70,29,20,10,45,"",0
244630928,1501098808,32015556,3130417,3600,0,511,0,0,"NICOLAAS MULERIUS","PD2436",33,23,4,1,5,12,"GRONINGEN",1596
230021990,1501098767,39404105,14708863,2974,0,197,0,0,"PILOT L237","OJ8280",50,12,3,2,2,15,"",1596
477786600,1501098698,11524847,-57681642,1886,0,238,5,9474199,"CMB WEIHAI","VRGZ8",70,148,32,20,10,73,"MX VER",497950
367301480,1501098808,22681485,-73438921,2391,1,238,0,9409924,"VALOR","WDD8691",52,5,3,3,5,55,"HARBOR SERVICES",67584
367583990,1501098642,30086181,-74809093,3600,1,511,0,0,"MALIBU","",0,0,0,0,0,0,"",
230112280,1501098795,35984980,14634492,2816,0,152,0,0,"PILOT L222","OG-8371",50,7,4,2,2,17,"",1596
257253000,1501098578,35470143,6798895,2503,0,94,5,7619458,"NEXANS_SKAGERRAK","LCEK",90,89,30,14,18,49,"",1596
257922600,1501098693,42588263,15583501,2656,0,511,0,0,"THOR-ARILD","LG9182",30,5,10,3,3,0,"",
205388690,1501098575,30582497,4199763,69,100,511,0,0,"NAUSICAA","OT3886",79,95,15,6,6,10,"MOERDIJK - BASEL - M",240000
244650090,1501098785,31131702,2566897,3600,0,511,0,0,"FALCON","PH6970",33,17,4,2,4,0,"TERNEUZEN",275471
230938210,1501098391,36259381,13330201,0,0,511,5,0,"REPLOT 2","OF 2244",60,22,22,4,4,38,"KORPO AREA",1596
258498000,1501098734,34703017,3708995,3129,20,309,7,8882935,"SKAARHOLM","LANV",30,15,10,2,6,40,"FISHING GROUND",0
211181900,1501098769,32325000,4701600,2870,124,284,0,0,"PILOTTENDER BORKUM","DBBV",50,8,13,7,7,40,"WESER-JADE PILOT",470038
367342420,1501098799,19431876,-54531956,2760,35,511,0,0,"SARAH KATE","WDE3661",33,4,11,2,4,20," VICKSBURG, MS.",1596
273444610,1501098810,41384295,19830827,3600,0,511,5,9217008,"M-0170 ""PINRO-2"""," UASC",30,18,36,5,5,41,"MURMANSK",451840
412844000,1501098758,23984459,71902684,2373,0,511,15,0,"BOHAI5","BFMA",0,0,0,0,0,0,"",1596
316999999,1501098789,29972826,-74852448,3252,57,511,0,0,"HUNTER 50","ID_15",0,0,0,0,0,0,"",
319101900,1501098795,23215580,-5650168,3064,0,511,0,0,"IEMANJA","ZHGJ3",36,12,20,4,4,0,"",
257457800,1501098666,41224109,9078705,2697,0,511,0,0,"EIDSFJORD","",0,0,0,0,0,0,"",
209023000,1501098696,35508642,6572907,3482,0,343,5,9523366,"POLAR KING","5BDF3",90,45,65,10,10,66,"FREDRIKSTAD",496128
511351000,1501098796,13548852,72135891,998,0,99,0,9058684,"AN SHUEN","T8A2422",80,100,24,9,9,0,"",1596
211590510,1501097056,34730953,6952002,610,0,511,0,0,"SUNRISE","DG3600",36,6,4,3,0,0,"",
636092648,1501098807,21669798,-3156784,1353,55,134,0,9208112,"BALTIC COMMANDER I","D5IW6",89,149,33,13,14,74,"ESALG",514560
431239000,1501098452,21191190,71804010,2790,1,193,1,9342736,"PRO GRACE","7JVC",70,178,25,22,15,109,"CN RZH",511168
211182240,1501097530,30722741,4015009,3600,0,511,5,0,"INN","DC4442",99,187,0,11,0,20,"NEUSS",510998
257991800,1501098663,38002620,4875290,3480,3,273,1,0,"HUSVAER","LF5313",30,4,7,3,1,12,"",1596
518100162,1501098617,23197700,-5650900,1380,1,8,1,9306299,"ADNAN N","E5U3107",70,90,18,9,9,40,"ORDER",504256
257030500,1501098693,41146743,9914592,2654,0,511,0,0,"BREIVIK SR","",0,0,0,0,0,0,"",
244763000,1501098806,31905977,3264960,1070,0,37,7,9033670,"YE-62 J. MARGARETHA","PEZE",30,9,31,3,6,12,"RONDJE VAN DE ZAAK",1596
230987580,1501098717,37554550,17844807,2656,0,511,5,0,"RESCUE PYORRE","OJ-2406",51,6,5,1,3,6,"JOENSUU",782336
563004900,1501098808,20180290,-71056570,1150,101,116,0,9300441,"EVER STRONG","9V5282",71,212,89,20,23,136,"US LAX",512926
236568000,1501098787,24690983,-5226199,68,92,8,0,9505302,"HOHE BANK","ZDJU8",70,80,6,6,6,40,"LEIXOES",513152
376783000,1501098795,20275126,20548567,3339,91,336,0,9006344,"SEVEN SEAS","J8B5110",70,78,10,6,7,56,"LARNACA",514240
229477000,1501098704,26313413,6145193,2183,0,337,5,9671230,"THE SHADOW","9HA3364",99,23,19,6,2,25,"VIAREGGIO",491968
413901024,1501097298,13786871,68106903,491,0,49,0,456789,"NANGANG6","19",70,2,64,8,8,45,"19",414630
244650827,1501098809,31107685,3492284,2553,0,29,0,0,"OSAR","PD5831",79,67,13,2,6,25,"BRUSSEL",498688
258125520,1501098693,42382104,17836560,2948,0,511,0,0,"OSVIK","",0,0,0,0,0,0,"",
338231269,1501098738,28578120,-73436848,1403,0,511,0,0,"KNOT ON CALL","",0,0,0,0,0,0,"",
257199640,1501098781,36333995,2919407,0,0,511,0,0,"OSUND","LM6980",30,2,8,2,2,0,"",
273336380,1501098753,36349310,17088061,2261,93,225,0,9673575,"BULAT","UHEH",52,10,18,5,5,44,"VYSOTSK PILOT",608960
